Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
03;Oslo;0301;Oslo;;;A;Arbeiderpartiet;18,43454;570444;34902;31902;66804;-1,57329;;11;0;
03;Oslo;0301;Oslo;;;SV;SV - Sosialistisk Venstreparti;10,10307;570444;19851;16761;36612;1,00293;;6;0;
03;Oslo;0301;Oslo;;;RØDT;Rødt;5,77535;570444;11442;9487;20929;-1,42147;;4;0;
03;Oslo;0301;Oslo;;;SP;Senterpartiet;0,82481;570444;1233;1756;2989;-1,35869;;0;0;
03;Oslo;0301;Oslo;;;KRF;Kristelig Folkeparti;1,71641;570444;2946;3274;6220;-0,02;;1;0;
03;Oslo;0301;Oslo;;;MDG;Miljøpartiet De Grønne;10,20324;570444;20114;16861;36975;-5,05724;;6;0;
03;Oslo;0301;Oslo;;;V;Venstre;9,09364;570444;15415;17539;32954;3,31747;;6;0;
03;Oslo;0301;Oslo;;;H;Høyre;32,5615;570444;68186;49812;117998;7,1603;;20;0;
03;Oslo;0301;Oslo;;;FRP;Fremskrittspartiet;6,06427;570444;12593;9383;21976;0,79102;;4;0;
03;Oslo;0301;Oslo;;;AAN;Alliansen - Alternativ for Norge;0,12914;570444;274;194;468;0,12914;;0;0;
03;Oslo;0301;Oslo;;;DEMN;Norgesdemokratene;0,27098;570444;483;499;982;0,00612;;0;0;
03;Oslo;0301;Oslo;;;FNB;Folkets Parti;0,53755;570444;953;995;1948;-5,3032;;0;0;
03;Oslo;0301;Oslo;;;INP;Industri- og Næringspartiet;1,11346;570444;2114;1921;4035;1,11346;;0;0;
03;Oslo;0301;Oslo;;;KRISTNE;Konservativt;0,21386;570444;440;335;775;0,04668;;0;0;
03;Oslo;0301;Oslo;;;KYST;Kystpartiet;0,08472;570444;113;194;307;0,04121;;0;0;
03;Oslo;0301;Oslo;;;LIBS;Liberalistene;0,17274;570444;289;337;626;-0,04944;;0;0;
03;Oslo;0301;Oslo;;;NKP;Norges Kommunistiske Parti;0,10872;570444;140;254;394;0,03621;;0;0;
03;Oslo;0301;Oslo;;;PP;Pensjonistpartiet;0,5668;570444;1262;792;2054;-0,04037;;0;0;
03;Oslo;0301;Oslo;;;PS;Partiet Sentrum;1,23101;570444;1811;2650;4461;1,23101;;1;0;
03;Oslo;0301;Oslo;;;FSL;Folkestyret-listen;0,55052;570444;1458;537;1995;0,55052;;0;0;
03;Oslo;0301;Oslo;;;PMB;Partiet Mot Bompenger;0,24366;570444;422;461;883;0,24366;;0;0;
11;Rogaland;1101;Eigersund;;;A;Arbeiderpartiet;24,87543;11698;745;1152;1897;-8,11221;;8;0;
11;Rogaland;1101;Eigersund;;;SV;SV - Sosialistisk Venstreparti;4,35353;11698;143;189;332;-0,92503;;1;0;
11;Rogaland;1101;Eigersund;;;RØDT;Rødt;1,62602;11698;46;78;124;1,62602;;0;0;
11;Rogaland;1101;Eigersund;;;SP;Senterpartiet;5,07474;11698;96;291;387;-6,7056;;2;0;
11;Rogaland;1101;Eigersund;;;KRF;Kristelig Folkeparti;9,20535;11698;226;476;702;0,56288;;3;0;
11;Rogaland;1101;Eigersund;;;MDG;Miljøpartiet De Grønne;1,14083;11698;39;48;87;-1,07962;;0;0;
11;Rogaland;1101;Eigersund;;;V;Venstre;4,524;11698;127;218;345;2,1174;;1;0;
11;Rogaland;1101;Eigersund;;;H;Høyre;21,07265;11698;609;998;1607;5,05084;;7;0;
11;Rogaland;1101;Eigersund;;;FRP;Fremskrittspartiet;21,15132;11698;554;1059;1613;0,48918;;7;0;
11;Rogaland;1101;Eigersund;;;INP;Industri- og Næringspartiet;5,86153;11698;166;281;447;5,86153;;2;0;
11;Rogaland;1101;Eigersund;;;PP;Pensjonistpartiet;1,11461;11698;41;44;85;1,11461;;0;0;
11;Rogaland;1103;Stavanger;;;A;Arbeiderpartiet;32,08168;112861;12897;11000;23897;6,65961;;22;0;
11;Rogaland;1103;Stavanger;;;SV;SV - Sosialistisk Venstreparti;4,62759;112861;2047;1400;3447;-0,12699;;3;0;
11;Rogaland;1103;Stavanger;;;RØDT;Rødt;3,83149;112861;1670;1184;2854;-1,64984;;3;0;
11;Rogaland;1103;Stavanger;;;SP;Senterpartiet;2,12383;112861;755;827;1582;-2,66429;;1;0;
11;Rogaland;1103;Stavanger;;;KRF;Kristelig Folkeparti;4,59403;112861;1754;1668;3422;0,17626;;3;0;
11;Rogaland;1103;Stavanger;;;MDG;Miljøpartiet De Grønne;2,90114;112861;1232;929;2161;-3,58785;;2;0;
11;Rogaland;1103;Stavanger;;;V;Venstre;3,6771;112861;1373;1366;2739;-0,99223;;3;0;
11;Rogaland;1103;Stavanger;;;H;Høyre;30,33777;112861;13558;9040;22598;7,27203;;21;0;
11;Rogaland;1103;Stavanger;;;FRP;Fremskrittspartiet;8,75712;112861;3752;2771;6523;-0,11056;;6;0;
11;Rogaland;1103;Stavanger;;;DEMN;Norgesdemokratene;0,35308;112861;142;121;263;0,35308;;0;0;
11;Rogaland;1103;Stavanger;;;FNB;Folkets Parti;0,43765;112861;153;173;326;-8,80318;;0;0;
11;Rogaland;1103;Stavanger;;;INP;Industri- og Næringspartiet;3,20454;112861;1335;1052;2387;3,20454;;2;0;
11;Rogaland;1103;Stavanger;;;KRISTNE;Konservativt;0,61352;112861;221;236;457;-0,2404;;0;0;
11;Rogaland;1103;Stavanger;;;LIBS;Liberalistene;0,28998;112861;86;130;216;0,04959;;0;0;
11;Rogaland;1103;Stavanger;;;PP;Pensjonistpartiet;1,26329;112861;620;321;941;-0,44596;;1;0;
11;Rogaland;1103;Stavanger;;;PS;Partiet Sentrum;0,39335;112861;155;138;293;0,39335;;0;0;
11;Rogaland;1103;Stavanger;;;FOLKE;Folkestyret- listen;0,51283;112861;181;201;382;0,51283;;0;0;
11;Rogaland;1106;Haugesund;;;A;Arbeiderpartiet;22,6624;30011;2480;1553;4033;-8,37388;;11;0;
11;Rogaland;1106;Haugesund;;;SV;SV - Sosialistisk Venstreparti;7,04091;30011;737;516;1253;1,72403;;4;0;
11;Rogaland;1106;Haugesund;;;RØDT;Rødt;2,71409;30011;306;177;483;0,67845;;1;0;
11;Rogaland;1106;Haugesund;;;SP;Senterpartiet;1,88245;30011;192;143;335;-3,16917;;1;0;
11;Rogaland;1106;Haugesund;;;KRF;Kristelig Folkeparti;3,47831;30011;373;246;619;-0,13163;;2;0;
11;Rogaland;1106;Haugesund;;;MDG;Miljøpartiet De Grønne;2,52304;30011;285;164;449;-2,57471;;1;0;
11;Rogaland;1106;Haugesund;;;V;Venstre;3,93347;30011;374;326;700;0,96363;;2;0;
11;Rogaland;1106;Haugesund;;;H;Høyre;30,38323;30011;3556;1851;5407;2,5417;;15;0;
11;Rogaland;1106;Haugesund;;;FRP;Fremskrittspartiet;14,02;30011;1604;891;2495;1,43711;;7;0;
11;Rogaland;1106;Haugesund;;;DEMN;Norgesdemokratene;1,10137;30011;134;62;196;1,10137;;0;0;
11;Rogaland;1106;Haugesund;;;INP;Industri- og Næringspartiet;5,97325;30011;677;386;1063;5,97325;;3;0;
11;Rogaland;1106;Haugesund;;;KRISTNE;Konservativt;0,84289;30011;77;73;150;0,18548;;0;0;
11;Rogaland;1106;Haugesund;;;LIBS;Liberalistene;0,39897;30011;34;37;71;-0,07967;;0;0;
11;Rogaland;1106;Haugesund;;;PP;Pensjonistpartiet;3,04563;30011;394;148;542;-0,27598;;2;0;
11;Rogaland;1108;Sandnes;;;A;Arbeiderpartiet;15,71973;62475;2401;3412;5813;-9,3393;;8;0;
11;Rogaland;1108;Sandnes;;;SV;SV - Sosialistisk Venstreparti;5,08397;62475;842;1038;1880;0,60846;;3;0;
11;Rogaland;1108;Sandnes;;;RØDT;Rødt;2,91517;62475;486;592;1078;0,63263;;1;0;
11;Rogaland;1108;Sandnes;;;SP;Senterpartiet;3,99686;62475;418;1060;1478;-2,93216;;2;0;
11;Rogaland;1108;Sandnes;;;KRF;Kristelig Folkeparti;8,63193;62475;1172;2020;3192;1,22794;;4;0;
11;Rogaland;1108;Sandnes;;;MDG;Miljøpartiet De Grønne;2,91517;62475;513;565;1078;-2,24157;;1;0;
11;Rogaland;1108;Sandnes;;;V;Venstre;3,45061;62475;522;754;1276;0,97809;;2;0;
11;Rogaland;1108;Sandnes;;;H;Høyre;25,16563;62475;4043;5263;9306;8,85406;;13;0;
11;Rogaland;1108;Sandnes;;;FRP;Fremskrittspartiet;23,43222;62475;3494;5171;8665;5,42706;;12;0;
11;Rogaland;1108;Sandnes;;;DEMN;Norgesdemokratene;0,54896;62475;54;149;203;0,54896;;0;0;
11;Rogaland;1108;Sandnes;;;FNB;Folkets Parti;0,34885;62475;31;98;129;-8,79215;;0;0;
11;Rogaland;1108;Sandnes;;;INP;Industri- og Næringspartiet;3,84272;62475;578;843;1421;3,84272;;2;0;
11;Rogaland;1108;Sandnes;;;KRISTNE;Konservativt;1,18175;62475;144;293;437;-0,01244;;0;0;
11;Rogaland;1108;Sandnes;;;LIBS;Liberalistene;0,30828;62475;40;74;114;-0,04726;;0;0;
11;Rogaland;1108;Sandnes;;;PP;Pensjonistpartiet;1,49274;62475;266;286;552;0,27955;;1;0;
11;Rogaland;1108;Sandnes;;;PS;Partiet Sentrum;0,96541;62475;130;227;357;0,96541;;0;0;
11;Rogaland;1111;Sokndal;;;A;Arbeiderpartiet;19,96606;2527;140;213;353;-1,98783;;4;0;
11;Rogaland;1111;Sokndal;;;RØDT;Rødt;3,45023;2527;33;28;61;3,45023;;1;0;
11;Rogaland;1111;Sokndal;;;SP;Senterpartiet;13,23529;2527;88;146;234;1,43507;;3;0;
11;Rogaland;1111;Sokndal;;;KRF;Kristelig Folkeparti;28,90271;2527;215;296;511;2,66781;;6;0;
11;Rogaland;1111;Sokndal;;;V;Venstre;10,12443;2527;70;109;179;3,20896;;2;0;
11;Rogaland;1111;Sokndal;;;H;Høyre;10,29412;2527;85;97;182;-1,17679;;2;0;
11;Rogaland;1111;Sokndal;;;FRP;Fremskrittspartiet;14,02715;2527;87;161;248;5,02605;;3;0;
11;Rogaland;1112;Lund;;;A;Arbeiderpartiet;14,11765;2448;83;157;240;-6,44422;;3;0;
11;Rogaland;1112;Lund;;;SP;Senterpartiet;19,70588;2448;72;263;335;-2,3503;;4;0;
11;Rogaland;1112;Lund;;;KRF;Kristelig Folkeparti;27,70588;2448;172;299;471;9,77402;;6;0;
11;Rogaland;1112;Lund;;;V;Venstre;1,29412;2448;5;17;22;-4,56362;;0;0;
11;Rogaland;1112;Lund;;;H;Høyre;22,70588;2448;120;266;386;3,39925;;5;0;
11;Rogaland;1112;Lund;;;FRP;Fremskrittspartiet;14,47059;2448;85;161;246;0,18487;;3;0;
11;Rogaland;1114;Bjerkreim;;;A;Arbeiderpartiet;11,12592;2141;64;103;167;0,29146;;2;0;
11;Rogaland;1114;Bjerkreim;;;SP;Senterpartiet;16,78881;2141;85;167;252;-19,75224;;3;0;
11;Rogaland;1114;Bjerkreim;;;KRF;Kristelig Folkeparti;22,4517;2141;116;221;337;2,53245;;4;0;
11;Rogaland;1114;Bjerkreim;;;H;Høyre;21,51899;2141;126;197;323;-3,71654;;4;0;
11;Rogaland;1114;Bjerkreim;;;FRP;Fremskrittspartiet;6,79547;2141;46;56;102;6,79547;;1;0;
11;Rogaland;1114;Bjerkreim;;;BJBYGD;Bjerkreim Bygdeliste;17,25516;2141;108;151;259;17,25516;;3;0;
11;Rogaland;1114;Bjerkreim;;;BJLISTA;Bjerkreimlista;4,06396;2141;19;42;61;4,06396;;0;0;
11;Rogaland;1119;Hå;;;A;Arbeiderpartiet;5,87349;14375;312;234;546;-2,02741;;2;0;
11;Rogaland;1119;Hå;;;SV;SV - Sosialistisk Venstreparti;3,32401;14375;180;129;309;0,77965;;1;0;
11;Rogaland;1119;Hå;;;RØDT;Rødt;1,15103;14375;62;45;107;0,15784;;0;0;
11;Rogaland;1119;Hå;;;SP;Senterpartiet;10,06885;14375;432;504;936;-5,76644;;3;0;
11;Rogaland;1119;Hå;;;KRF;Kristelig Folkeparti;24,59122;14375;1112;1174;2286;3,92389;;8;0;
11;Rogaland;1119;Hå;;;V;Venstre;1,31239;14375;63;59;122;1,31239;;0;0;
11;Rogaland;1119;Hå;;;H;Høyre;19,14802;14375;929;851;1780;5,24332;;7;0;
11;Rogaland;1119;Hå;;;FRP;Fremskrittspartiet;16,44793;14375;727;802;1529;7,06282;;6;0;
11;Rogaland;1119;Hå;;;INP;Industri- og Næringspartiet;3,3778;14375;145;169;314;3,3778;;1;0;
11;Rogaland;1119;Hå;;;KRISTNE;Konservativt;2,26979;14375;103;108;211;0,30573;;1;0;
11;Rogaland;1119;Hå;;;LIBS;Liberalistene;0,57014;14375;18;35;53;-0,06595;;0;0;
11;Rogaland;1119;Hå;;;HL;Hå-lista;11,86532;14375;619;484;1103;-14,30364;;4;0;
11;Rogaland;1120;Klepp;;;A;Arbeiderpartiet;10,47126;15404;465;546;1011;-2,73409;;3;0;
11;Rogaland;1120;Klepp;;;SV;SV - Sosialistisk Venstreparti;3,71828;15404;169;190;359;0,36656;;1;0;
11;Rogaland;1120;Klepp;;;RØDT;Rødt;1,78146;15404;84;88;172;0,76322;;0;0;
11;Rogaland;1120;Klepp;;;SP;Senterpartiet;9,64267;15404;348;583;931;-7,27502;;3;0;
11;Rogaland;1120;Klepp;;;KRF;Kristelig Folkeparti;13,21595;15404;558;718;1276;0,81671;;4;0;
11;Rogaland;1120;Klepp;;;MDG;Miljøpartiet De Grønne;1,70896;15404;65;100;165;-1,60033;;0;0;
11;Rogaland;1120;Klepp;;;V;Venstre;5,0233;15404;181;304;485;3,00803;;2;0;
11;Rogaland;1120;Klepp;;;H;Høyre;19,83428;15404;812;1103;1915;-1,88825;;7;0;
11;Rogaland;1120;Klepp;;;FRP;Fremskrittspartiet;25,7276;15404;1054;1430;2484;5,17181;;9;0;
11;Rogaland;1120;Klepp;;;DEMN;Norgesdemokratene;1,67789;15404;69;93;162;1,67789;;0;0;
11;Rogaland;1120;Klepp;;;INP;Industri- og Næringspartiet;6,67012;15404;232;412;644;6,67012;;2;0;
11;Rogaland;1120;Klepp;;;LIBS;Liberalistene;0,52822;15404;20;31;51;0,52822;;0;0;
11;Rogaland;1121;Time;;;A;Arbeiderpartiet;10,01794;14936;498;507;1005;-7,12079;;3;0;
11;Rogaland;1121;Time;;;SV;SV - Sosialistisk Venstreparti;7,07735;14936;306;404;710;1,14471;;2;0;
11;Rogaland;1121;Time;;;RØDT;Rødt;1,28589;14936;75;54;129;1,28589;;0;0;
11;Rogaland;1121;Time;;;SP;Senterpartiet;12,5299;14936;404;853;1257;-6,18469;;4;0;
11;Rogaland;1121;Time;;;KRF;Kristelig Folkeparti;10,12759;14936;472;544;1016;-0,99611;;3;0;
11;Rogaland;1121;Time;;;MDG;Miljøpartiet De Grønne;1,99362;14936;96;104;200;-1,65248;;0;0;
11;Rogaland;1121;Time;;;V;Venstre;4,89434;14936;232;259;491;0,57875;;1;0;
11;Rogaland;1121;Time;;;H;Høyre;37,10128;14936;1838;1884;3722;9,97181;;10;0;
11;Rogaland;1121;Time;;;FRP;Fremskrittspartiet;9,7189;14936;452;523;975;-2,28028;;3;0;
11;Rogaland;1121;Time;;;DEMN;Norgesdemokratene;1,00678;14936;31;70;101;1,00678;;0;0;
11;Rogaland;1121;Time;;;INP;Industri- og Næringspartiet;3,86762;14936;166;222;388;3,86762;;1;0;
11;Rogaland;1121;Time;;;LIBS;Liberalistene;0,37879;14936;12;26;38;0,37879;;0;0;
11;Rogaland;1122;Gjesdal;;;A;Arbeiderpartiet;25,46321;8997;832;611;1443;-10,92455;;7;0;
11;Rogaland;1122;Gjesdal;;;SV;SV - Sosialistisk Venstreparti;3,38804;8997;121;71;192;-0,18529;;1;0;
11;Rogaland;1122;Gjesdal;;;RØDT;Rødt;1,78225;8997;74;27;101;0,54397;;0;0;
11;Rogaland;1122;Gjesdal;;;SP;Senterpartiet;9,52885;8997;260;280;540;-4,10992;;3;0;
11;Rogaland;1122;Gjesdal;;;KRF;Kristelig Folkeparti;14,06388;8997;377;420;797;0,65507;;4;0;
11;Rogaland;1122;Gjesdal;;;MDG;Miljøpartiet De Grønne;1,21758;8997;38;31;69;-1,61278;;0;0;
11;Rogaland;1122;Gjesdal;;;V;Venstre;1,65873;8997;47;47;94;0,20817;;0;0;
11;Rogaland;1122;Gjesdal;;;H;Høyre;22,09282;8997;658;594;1252;8,84322;;6;0;
11;Rogaland;1122;Gjesdal;;;FRP;Fremskrittspartiet;13,56979;8997;419;350;769;-0,65275;;4;0;
11;Rogaland;1122;Gjesdal;;;INP;Industri- og Næringspartiet;7,23487;8997;217;193;410;7,23487;;2;0;
11;Rogaland;1124;Sola;;;A;Arbeiderpartiet;11,35784;21210;798;716;1514;-4,85776;;5;0;
11;Rogaland;1124;Sola;;;SV;SV - Sosialistisk Venstreparti;3,9835;21210;270;261;531;0,22336;;2;0;
11;Rogaland;1124;Sola;;;RØDT;Rødt;2,018;21210;140;129;269;0,48666;;1;0;
11;Rogaland;1124;Sola;;;SP;Senterpartiet;4,23856;21210;229;336;565;-5,70003;;2;0;
11;Rogaland;1124;Sola;;;KRF;Kristelig Folkeparti;6,53413;21210;476;395;871;0,09793;;3;0;
11;Rogaland;1124;Sola;;;MDG;Miljøpartiet De Grønne;2,50563;21210;172;162;334;-0,93611;;1;0;
11;Rogaland;1124;Sola;;;V;Venstre;2,73068;21210;174;190;364;0,06978;;1;0;
11;Rogaland;1124;Sola;;;H;Høyre;36,84171;21210;2659;2252;4911;8,64066;;15;0;
11;Rogaland;1124;Sola;;;FRP;Fremskrittspartiet;22,48312;21210;1739;1258;2997;4,78924;;9;0;
11;Rogaland;1124;Sola;;;FNB;Folkets Parti;0,89272;21210;63;56;119;-9,22781;;0;0;
11;Rogaland;1124;Sola;;;INP;Industri- og Næringspartiet;5,5814;21210;388;356;744;5,5814;;2;0;
11;Rogaland;1124;Sola;;;LIBS;Liberalistene;0,3976;21210;23;30;53;0,3976;;0;0;
11;Rogaland;1124;Sola;;;PS;Partiet Sentrum;0,43511;21210;32;26;58;0,43511;;0;0;
11;Rogaland;1127;Randaberg;;;A;Arbeiderpartiet;13,36156;8873;392;397;789;-11,12788;;4;0;
11;Rogaland;1127;Randaberg;;;SV;SV - Sosialistisk Venstreparti;2,87892;8873;91;79;170;-0,28045;;1;0;
11;Rogaland;1127;Randaberg;;;RØDT;Rødt;1,62574;8873;42;54;96;1,62574;;0;0;
11;Rogaland;1127;Randaberg;;;SP;Senterpartiet;20,55885;8873;666;548;1214;4,70966;;6;0;
11;Rogaland;1127;Randaberg;;;KRF;Kristelig Folkeparti;11,44793;8873;342;334;676;-1,18953;;3;0;
11;Rogaland;1127;Randaberg;;;MDG;Miljøpartiet De Grønne;2,48942;8873;77;70;147;-1,80453;;0;0;
11;Rogaland;1127;Randaberg;;;V;Venstre;5,62235;8873;147;185;332;2,72482;;2;0;
11;Rogaland;1127;Randaberg;;;H;Høyre;23,28535;8873;660;715;1375;0,45414;;6;0;
11;Rogaland;1127;Randaberg;;;FRP;Fremskrittspartiet;14,61473;8873;386;477;863;0,77288;;4;0;
11;Rogaland;1127;Randaberg;;;INP;Industri- og Næringspartiet;4,11516;8873;101;142;243;4,11516;;1;0;
11;Rogaland;1130;Strand;;;A;Arbeiderpartiet;12,4091;10122;372;430;802;-1,59668;;4;0;
11;Rogaland;1130;Strand;;;SV;SV - Sosialistisk Venstreparti;3,04812;10122;88;109;197;0,14096;;1;0;
11;Rogaland;1130;Strand;;;RØDT;Rødt;3,49683;10122;106;120;226;1,07151;;1;0;
11;Rogaland;1130;Strand;;;SP;Senterpartiet;8,69565;10122;212;350;562;-4,41068;;3;0;
11;Rogaland;1130;Strand;;;KRF;Kristelig Folkeparti;13,92542;10122;425;475;900;0,24087;;4;0;
11;Rogaland;1130;Strand;;;MDG;Miljøpartiet De Grønne;1,99598;10122;65;64;129;-1,68215;;0;0;
11;Rogaland;1130;Strand;;;V;Venstre;2,44469;10122;76;82;158;-0,01275;;1;0;
11;Rogaland;1130;Strand;;;H;Høyre;32,09036;10122;994;1080;2074;-3,79143;;9;0;
11;Rogaland;1130;Strand;;;FRP;Fremskrittspartiet;10,42859;10122;372;302;674;2,63868;;3;0;
11;Rogaland;1130;Strand;;;INP;Industri- og Næringspartiet;11,46526;10122;340;401;741;11,46526;;3;0;
11;Rogaland;1133;Hjelmeland;;;A;Arbeiderpartiet;7,85714;1976;44;66;110;-5,11137;;2;0;
11;Rogaland;1133;Hjelmeland;;;SV;SV - Sosialistisk Venstreparti;6,71429;1976;38;56;94;1,01713;;1;0;
11;Rogaland;1133;Hjelmeland;;;SP;Senterpartiet;48,21429;1976;181;494;675;0,91294;;9;0;
11;Rogaland;1133;Hjelmeland;;;KRF;Kristelig Folkeparti;10,35714;1976;45;100;145;-0,43746;;2;0;
11;Rogaland;1133;Hjelmeland;;;MDG;Miljøpartiet De Grønne;3,42857;1976;22;26;48;-1,29407;;0;0;
11;Rogaland;1133;Hjelmeland;;;H;Høyre;23,42857;1976;119;209;328;4,91283;;5;0;
11;Rogaland;1134;Suldal;;;A;Arbeiderpartiet;31,29841;2893;264;423;687;15,31558;;6;0;
11;Rogaland;1134;Suldal;;;SV;SV - Sosialistisk Venstreparti;4,87472;2893;50;57;107;-1,90009;;1;0;
11;Rogaland;1134;Suldal;;;RØDT;Rødt;2,73349;2893;28;32;60;2,73349;;0;0;
11;Rogaland;1134;Suldal;;;SP;Senterpartiet;30,02278;2893;174;485;659;-14,53829;;6;0;
11;Rogaland;1134;Suldal;;;KRF;Kristelig Folkeparti;11,38952;2893;80;170;250;-1,683;;2;0;
11;Rogaland;1134;Suldal;;;MDG;Miljøpartiet De Grønne;1,64009;2893;17;19;36;-2,22441;;0;0;
11;Rogaland;1134;Suldal;;;V;Venstre;9,97722;2893;67;152;219;3,20241;;2;0;
11;Rogaland;1134;Suldal;;;H;Høyre;8,06378;2893;86;91;177;-0,90568;;2;0;
11;Rogaland;1135;Sauda;;;A;Arbeiderpartiet;26,17587;3547;342;298;640;6,18396;;5;0;
11;Rogaland;1135;Sauda;;;SV;SV - Sosialistisk Venstreparti;5,07157;3547;70;54;124;-0,71556;;1;0;
11;Rogaland;1135;Sauda;;;RØDT;Rødt;8,26176;3547;128;74;202;8,26176;;2;0;
11;Rogaland;1135;Sauda;;;SP;Senterpartiet;28,71166;3547;361;341;702;-24,86989;;5;0;
11;Rogaland;1135;Sauda;;;KRF;Kristelig Folkeparti;5,68507;3547;82;57;139;1,43578;;1;0;
11;Rogaland;1135;Sauda;;;H;Høyre;26,09407;3547;339;299;638;15,24826;;5;0;
11;Rogaland;1144;Kvitsøy;;;H;Høyre;24,21652;426;42;43;85;24,21652;;4;0;
11;Rogaland;1144;Kvitsøy;;;FRP;Fremskrittspartiet;7,40741;426;13;13;26;-11,16402;;1;0;
11;Rogaland;1144;Kvitsøy;;;BYGKV;Bygdelisten;35,32764;426;56;68;124;35,32764;;5;0;
11;Rogaland;1144;Kvitsøy;;;KRFTP;KrF/Tverrpolitisk;33,04843;426;51;65;116;33,04843;;5;0;
11;Rogaland;1145;Bokn;;;A;Arbeiderpartiet;19,8783;707;48;50;98;-6,77501;;4;0;
11;Rogaland;1145;Bokn;;;SP;Senterpartiet;38,74239;707;75;116;191;-1,93897;;6;0;
11;Rogaland;1145;Bokn;;;KRF;Kristelig Folkeparti;5,67951;707;10;18;28;-1,13411;;1;0;
11;Rogaland;1145;Bokn;;;H;Høyre;35,6998;707;67;109;176;9,84809;;6;0;
11;Rogaland;1146;Tysvær;;;A;Arbeiderpartiet;15,99856;8488;490;396;886;-16,32153;;5;0;
11;Rogaland;1146;Tysvær;;;SV;SV - Sosialistisk Venstreparti;4,31564;8488;125;114;239;0,47019;;1;0;
11;Rogaland;1146;Tysvær;;;RØDT;Rødt;1,85988;8488;57;46;103;1,85988;;0;0;
11;Rogaland;1146;Tysvær;;;SP;Senterpartiet;13,63308;8488;308;447;755;-7,16897;;4;0;
11;Rogaland;1146;Tysvær;;;KRF;Kristelig Folkeparti;9,29939;8488;239;276;515;0,39992;;3;0;
11;Rogaland;1146;Tysvær;;;MDG;Miljøpartiet De Grønne;2,23908;8488;76;48;124;-0,17806;;0;0;
11;Rogaland;1146;Tysvær;;;V;Venstre;2,74467;8488;82;70;152;-0,13026;;1;0;
11;Rogaland;1146;Tysvær;;;H;Høyre;20,11557;8488;564;550;1114;0,65027;;6;0;
11;Rogaland;1146;Tysvær;;;FRP;Fremskrittspartiet;17,46118;8488;470;497;967;8,08561;;5;0;
11;Rogaland;1146;Tysvær;;;DEMN;Norgesdemokratene;2,58216;8488;74;69;143;2,58216;;1;0;
11;Rogaland;1146;Tysvær;;;INP;Industri- og Næringspartiet;9,75081;8488;273;267;540;9,75081;;3;0;
11;Rogaland;1149;Karmøy;;;A;Arbeiderpartiet;15,15017;33195;1730;1337;3067;-8,55677;;7;0;
11;Rogaland;1149;Karmøy;;;SV;SV - Sosialistisk Venstreparti;3,6554;33195;444;296;740;-0,68867;;2;0;
11;Rogaland;1149;Karmøy;;;RØDT;Rødt;2,02529;33195;247;163;410;0,63316;;1;0;
11;Rogaland;1149;Karmøy;;;SP;Senterpartiet;4,7619;33195;420;544;964;-3,12855;;2;0;
11;Rogaland;1149;Karmøy;;;KRF;Kristelig Folkeparti;10,59079;33195;1078;1066;2144;-0,11442;;5;0;
11;Rogaland;1149;Karmøy;;;MDG;Miljøpartiet De Grønne;2,09445;33195;221;203;424;-1,32492;;1;0;
11;Rogaland;1149;Karmøy;;;V;Venstre;2,91938;33195;288;303;591;0,88199;;1;0;
11;Rogaland;1149;Karmøy;;;H;Høyre;13,00632;33195;1527;1106;2633;-6,33114;;6;0;
11;Rogaland;1149;Karmøy;;;FRP;Fremskrittspartiet;19,7787;33195;2281;1723;4004;7,37142;;9;0;
11;Rogaland;1149;Karmøy;;;DEMN;Norgesdemokratene;0,48409;33195;50;48;98;0,48409;;0;0;
11;Rogaland;1149;Karmøy;;;INP;Industri- og Næringspartiet;8,64454;33195;942;808;1750;8,64454;;4;0;
11;Rogaland;1149;Karmøy;;;KRISTNE;Konservativt;0,90397;33195;97;86;183;-0,25953;;0;0;
11;Rogaland;1149;Karmøy;;;LIBS;Liberalistene;0,42482;33195;39;47;86;0,00819;;0;0;
11;Rogaland;1149;Karmøy;;;KARLI;Karmøylista;15,56017;33195;1619;1531;3150;2,38061;;7;0;
11;Rogaland;1151;Utsira;;;UL;Utsiralista;69,11765;157;46;48;94;69,11765;;8;0;
11;Rogaland;1151;Utsira;;;UTB;Utsira Bygdeliste;30,88235;157;28;14;42;30,88235;;3;0;
11;Rogaland;1160;Vindafjord;;;A;Arbeiderpartiet;8,5614;6775;125;241;366;-4,53468;;2;0;
11;Rogaland;1160;Vindafjord;;;SV;SV - Sosialistisk Venstreparti;4,42105;6775;78;111;189;-0,75095;;1;0;
11;Rogaland;1160;Vindafjord;;;SP;Senterpartiet;28,91228;6775;296;940;1236;-4,30243;;8;0;
11;Rogaland;1160;Vindafjord;;;KRF;Kristelig Folkeparti;9,82456;6775;137;283;420;-0,51945;;3;0;
11;Rogaland;1160;Vindafjord;;;H;Høyre;20,70175;6775;315;570;885;2,10152;;5;0;
11;Rogaland;1160;Vindafjord;;;FRP;Fremskrittspartiet;13,12281;6775;194;367;561;4,08366;;3;0;
