Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
50;Trøndelag Trööndelage;5001;Trondheim;;;SV;SV - Sosialistisk Venstreparti;12,28133;169024;8553;4877;13430;0,94541;;9;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;RØDT;Rødt;4,59978;169024;3303;1727;5030;-2,31028;;3;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;SP;Senterpartiet;2,04567;169024;1180;1057;2237;-5,04204;;1;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;KRF;Kristelig Folkeparti;1,9908;169024;1215;962;2177;-0,03056;;1;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;MDG;Miljøpartiet De Grønne;6,15072;169024;4553;2173;6726;-4,2451;;4;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;V;Venstre;5,72275;169024;3614;2644;6258;0,79852;;4;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;H;Høyre;29,21273;169024;20162;11783;31945;8,56897;;20;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;FRP;Fremskrittspartiet;5,39994;169024;3424;2481;5905;0,27501;;4;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;DEMN;Norgesdemokratene;0,73249;169024;498;303;801;0,44633;;0;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;INP;Industri- og Næringspartiet;1,96885;169024;1254;899;2153;1,96885;;1;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;KRISTNE;Konservativt;0,22587;169024;128;119;247;0,05207;;0;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;LIBS;Liberalistene;0,24233;169024;157;108;265;-0,01406;;0;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;NKP;Norges Kommunistiske Parti;0,14357;169024;88;69;157;-0,30487;;0;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;PP;Pensjonistpartiet;4,58332;169024;3129;1883;5012;-0,25161;;3;0;
50;Trøndelag Trööndelage;5001;Trondheim;;;PS;Partiet Sentrum;0,6255;169024;380;304;684;0,6255;;0;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;A;Arbeiderpartiet;32,084;19109;1888;1947;3835;6,02324;;13;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;SV;SV - Sosialistisk Venstreparti;4,59299;19109;288;261;549;0,5811;;2;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;RØDT;Rødt;6,65942;19109;410;386;796;-0,58014;;3;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;SP;Senterpartiet;21,65983;19109;922;1667;2589;-23,21387;;8;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;MDG;Miljøpartiet De Grønne;1,09596;19109;69;62;131;-1,72722;;0;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;V;Venstre;3,17912;19109;139;241;380;1,08237;;1;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;H;Høyre;12,95909;19109;770;779;1549;6,05798;;5;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;FRP;Fremskrittspartiet;5,28738;19109;259;373;632;1,23421;;2;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;DEMN;Norgesdemokratene;0,5438;19109;25;40;65;-0,03405;;0;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;INP;Industri- og Næringspartiet;7,74701;19109;307;619;926;7,74701;;3;0;
50;Trøndelag Trööndelage;5006;Steinkjer;;;PP;Pensjonistpartiet;4,19142;19109;234;267;501;4,19142;;2;0;
50;Trøndelag Trööndelage;5007;Namsos;;;A;Arbeiderpartiet;25,10632;11938;888;883;1771;-17,98649;;9;0;
50;Trøndelag Trööndelage;5007;Namsos;;;SV;SV - Sosialistisk Venstreparti;8,22229;11938;286;294;580;1,27486;;3;0;
50;Trøndelag Trööndelage;5007;Namsos;;;RØDT;Rødt;3,14715;11938;110;112;222;-0,19244;;1;0;
50;Trøndelag Trööndelage;5007;Namsos;;;SP;Senterpartiet;15,4097;11938;437;650;1087;-9,91219;;6;0;
50;Trøndelag Trööndelage;5007;Namsos;;;KRF;Kristelig Folkeparti;3,84179;11938;125;146;271;0,59608;;1;0;
50;Trøndelag Trööndelage;5007;Namsos;;;MDG;Miljøpartiet De Grønne;1,33258;11938;59;35;94;-0,93405;;0;0;
50;Trøndelag Trööndelage;5007;Namsos;;;V;Venstre;5,14602;11938;171;192;363;2,63797;;2;0;
50;Trøndelag Trööndelage;5007;Namsos;;;H;Høyre;28,69294;11938;991;1033;2024;19,51912;;10;0;
50;Trøndelag Trööndelage;5007;Namsos;;;FRP;Fremskrittspartiet;5,30196;11938;173;201;374;1,19788;;2;0;
50;Trøndelag Trööndelage;5007;Namsos;;;INP;Industri- og Næringspartiet;3,79926;11938;124;144;268;3,79926;;1;0;
50;Trøndelag Trööndelage;5014;Frøya;;;A;Arbeiderpartiet;20,32892;3987;233;212;445;-10,01828;;5;0;
50;Trøndelag Trööndelage;5014;Frøya;;;SV;SV - Sosialistisk Venstreparti;3,4719;3987;47;29;76;-1,45737;;1;0;
50;Trøndelag Trööndelage;5014;Frøya;;;RØDT;Rødt;4,47693;3987;46;52;98;-2,42406;;1;0;
50;Trøndelag Trööndelage;5014;Frøya;;;SP;Senterpartiet;4,61398;3987;42;59;101;-14,33158;;1;0;
50;Trøndelag Trööndelage;5014;Frøya;;;V;Venstre;3,60895;3987;37;42;79;-5,64951;;1;0;
50;Trøndelag Trööndelage;5014;Frøya;;;H;Høyre;42,85062;3987;458;480;938;30,12023;;9;0;
50;Trøndelag Trööndelage;5014;Frøya;;;FRP;Fremskrittspartiet;12,79123;3987;142;138;280;3,87567;;3;0;
50;Trøndelag Trööndelage;5014;Frøya;;;INP;Industri- og Næringspartiet;3,65464;3987;40;40;80;3,65464;;1;0;
50;Trøndelag Trööndelage;5014;Frøya;;;PP;Pensjonistpartiet;4,20283;3987;52;40;92;-0,68358;;1;0;
50;Trøndelag Trööndelage;5020;Osen;;;A;Arbeiderpartiet;19,72656;740;40;61;101;-32,01168;;3;0;
50;Trøndelag Trööndelage;5020;Osen;;;SP;Senterpartiet;25,58594;740;57;74;131;3,50005;;4;0;
50;Trøndelag Trööndelage;5020;Osen;;;V;Venstre;6,44531;740;12;21;33;6,44531;;1;0;
50;Trøndelag Trööndelage;5020;Osen;;;FRP;Fremskrittspartiet;5,46875;740;13;15;28;5,46875;;1;0;
50;Trøndelag Trööndelage;5020;Osen;;;BOK;Bygdeliste for hele Osen kommune;35,54688;740;65;117;182;35,54688;;5;0;
50;Trøndelag Trööndelage;5020;Osen;;;BYS;Seter kretsliste;7,22656;740;25;12;37;-2,18039;;1;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;A;Arbeiderpartiet;20,60507;5641;409;347;756;3,18856;;5;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;SV;SV - Sosialistisk Venstreparti;3,40692;5641;77;48;125;-1,11971;;1;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;SP;Senterpartiet;18,23385;5641;335;334;669;-22,06424;;4;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;KRF;Kristelig Folkeparti;5,01499;5641;100;84;184;-1,77496;;1;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;MDG;Miljøpartiet De Grønne;2,91633;5641;57;50;107;-4,34285;;1;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;V;Venstre;26,95557;5641;527;462;989;15,00415;;7;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;H;Høyre;16,48951;5641;330;275;605;4,7313;;4;0;
50;Trøndelag Trööndelage;5021;Oppdal;;;FRP;Fremskrittspartiet;6,37776;5641;112;122;234;6,37776;;2;0;
50;Trøndelag Trööndelage;5022;Rennebu;;;A;Arbeiderpartiet;25,36;1971;185;132;317;-16,68225;;5;0;
50;Trøndelag Trööndelage;5022;Rennebu;;;SP;Senterpartiet;28,88;1971;220;141;361;-2,59887;;6;0;
50;Trøndelag Trööndelage;5022;Rennebu;;;KRF;Kristelig Folkeparti;24,96;1971;212;100;312;8,62197;;5;0;
50;Trøndelag Trööndelage;5022;Rennebu;;;HV;Fellesliste Høyre og Venstre;20,8;1971;148;112;260;20,8;;5;0;
50;Trøndelag Trööndelage;5025;Røros;;;A;Arbeiderpartiet;41,16714;4567;590;708;1298;0,19388;;12;0;
50;Trøndelag Trööndelage;5025;Røros;;;SV;SV - Sosialistisk Venstreparti;11,76657;4567;203;168;371;-3,37311;;3;0;
50;Trøndelag Trööndelage;5025;Røros;;;RØDT;Rødt;3,86933;4567;70;52;122;3,86933;;1;0;
50;Trøndelag Trööndelage;5025;Røros;;;SP;Senterpartiet;11,98858;4567;153;225;378;-9,12887;;3;0;
50;Trøndelag Trööndelage;5025;Røros;;;MDG;Miljøpartiet De Grønne;0,82461;4567;14;12;26;-0,76746;;0;0;
50;Trøndelag Trööndelage;5025;Røros;;;V;Venstre;8,56327;4567;131;139;270;5,58941;;2;0;
50;Trøndelag Trööndelage;5025;Røros;;;H;Høyre;17,57057;4567;263;291;554;3,2119;;5;0;
50;Trøndelag Trööndelage;5025;Røros;;;RØL;Røroslista;4,24992;4567;62;72;134;0,40492;;1;0;
50;Trøndelag Trööndelage;5026;Holtålen;;;A;Arbeiderpartiet;43,16667;1625;159;359;518;-0,37548;;5;0;
50;Trøndelag Trööndelage;5026;Holtålen;;;SP;Senterpartiet;13,83333;1625;43;123;166;-13,31284;;2;0;
50;Trøndelag Trööndelage;5026;Holtålen;;;PP;Pensjonistpartiet;6,41667;1625;25;52;77;-2,86408;;0;0;
50;Trøndelag Trööndelage;5026;Holtålen;;;FH;Framtida Holtålen;36,58333;1625;147;292;439;16,5524;;4;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;A;Arbeiderpartiet;23,67978;4754;264;440;704;-2,50227;;6;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;SP;Senterpartiet;21,05617;4754;143;483;626;-15,99754;;5;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;KRF;Kristelig Folkeparti;5,14632;4754;32;121;153;-0,51467;;1;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;V;Venstre;2,35452;4754;28;42;70;0,03867;;0;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;H;Høyre;12,3108;4754;129;237;366;6,52115;;3;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;KRISTNE;Konservativt;2,4218;4754;23;49;72;2,4218;;0;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;PP;Pensjonistpartiet;5,44904;4754;60;102;162;5,44904;;1;0;
50;Trøndelag Trööndelage;5027;Midtre Gauldal;;;BMG;Bygdelista for Midtre Gauldal;27,58157;4754;226;594;820;11,94953;;7;0;
50;Trøndelag Trööndelage;5028;Melhus;;;A;Arbeiderpartiet;23,47395;13398;840;1102;1942;-2,17397;;9;0;
50;Trøndelag Trööndelage;5028;Melhus;;;SV;SV - Sosialistisk Venstreparti;3,98888;13398;189;141;330;0,08912;;2;0;
50;Trøndelag Trööndelage;5028;Melhus;;;RØDT;Rødt;2,11531;13398;87;88;175;-0,1463;;1;0;
50;Trøndelag Trööndelage;5028;Melhus;;;SP;Senterpartiet;16,31814;13398;423;927;1350;-14,01193;;6;0;
50;Trøndelag Trööndelage;5028;Melhus;;;KRF;Kristelig Folkeparti;5,64487;13398;222;245;467;0,85269;;2;0;
50;Trøndelag Trööndelage;5028;Melhus;;;MDG;Miljøpartiet De Grønne;1,69225;13398;69;71;140;-1,30286;;0;0;
50;Trøndelag Trööndelage;5028;Melhus;;;V;Venstre;1,13623;13398;49;45;94;-0,19629;;0;0;
50;Trøndelag Trööndelage;5028;Melhus;;;H;Høyre;16,76538;13398;596;791;1387;5,01722;;7;0;
50;Trøndelag Trööndelage;5028;Melhus;;;FRP;Fremskrittspartiet;7,59096;13398;245;383;628;2,92103;;3;0;
50;Trøndelag Trööndelage;5028;Melhus;;;DEMN;Norgesdemokratene;1,31754;13398;49;60;109;1,31754;;0;0;
50;Trøndelag Trööndelage;5028;Melhus;;;INP;Industri- og Næringspartiet;3,52955;13398;116;176;292;3,52955;;1;0;
50;Trøndelag Trööndelage;5028;Melhus;;;PP;Pensjonistpartiet;8,01402;13398;319;344;663;5,86243;;3;0;
50;Trøndelag Trööndelage;5028;Melhus;;;MEL;Melhuslista;8,41291;13398;303;393;696;8,41291;;3;0;
50;Trøndelag Trööndelage;5029;Skaun;;;A;Arbeiderpartiet;22,01053;6325;327;551;878;-4,33093;;5;0;
50;Trøndelag Trööndelage;5029;Skaun;;;SV;SV - Sosialistisk Venstreparti;6,56806;6325;84;178;262;1,15086;;2;0;
50;Trøndelag Trööndelage;5029;Skaun;;;RØDT;Rødt;1,83003;6325;36;37;73;-0,84006;;0;0;
50;Trøndelag Trööndelage;5029;Skaun;;;SP;Senterpartiet;23,69015;6325;281;664;945;-7,47802;;6;0;
50;Trøndelag Trööndelage;5029;Skaun;;;KRF;Kristelig Folkeparti;5,38982;6325;102;113;215;1,89817;;1;0;
50;Trøndelag Trööndelage;5029;Skaun;;;MDG;Miljøpartiet De Grønne;2,80772;6325;56;56;112;-0,83798;;0;0;
50;Trøndelag Trööndelage;5029;Skaun;;;V;Venstre;2,20607;6325;31;57;88;2,20607;;0;0;
50;Trøndelag Trööndelage;5029;Skaun;;;H;Høyre;15,56781;6325;250;371;621;3,55241;;4;0;
50;Trøndelag Trööndelage;5029;Skaun;;;FRP;Fremskrittspartiet;9,37578;6325;142;232;374;3,21404;;2;0;
50;Trøndelag Trööndelage;5029;Skaun;;;BLBU;Buviklista;10,55402;6325;123;298;421;1,46545;;3;0;
50;Trøndelag Trööndelage;5031;Malvik;;;A;Arbeiderpartiet;23,33009;11027;891;789;1680;-10,33186;;7;0;
50;Trøndelag Trööndelage;5031;Malvik;;;SV;SV - Sosialistisk Venstreparti;10,29024;11027;387;354;741;3,06063;;3;0;
50;Trøndelag Trööndelage;5031;Malvik;;;RØDT;Rødt;5,4298;11027;187;204;391;1,62926;;2;0;
50;Trøndelag Trööndelage;5031;Malvik;;;SP;Senterpartiet;6,31857;11027;207;248;455;-11,15536;;2;0;
50;Trøndelag Trööndelage;5031;Malvik;;;MDG;Miljøpartiet De Grønne;5,66588;11027;186;222;408;0,45085;;2;0;
50;Trøndelag Trööndelage;5031;Malvik;;;V;Venstre;4,01333;11027;137;152;289;-0,67305;;1;0;
50;Trøndelag Trööndelage;5031;Malvik;;;H;Høyre;23,59395;11027;872;827;1699;7,34877;;8;0;
50;Trøndelag Trööndelage;5031;Malvik;;;FRP;Fremskrittspartiet;9,81808;11027;350;357;707;2,11698;;3;0;
50;Trøndelag Trööndelage;5031;Malvik;;;DEMN;Norgesdemokratene;0,58325;11027;9;33;42;0,15462;;0;0;
50;Trøndelag Trööndelage;5031;Malvik;;;INP;Industri- og Næringspartiet;4,04111;11027;156;135;291;4,04111;;1;0;
50;Trøndelag Trööndelage;5031;Malvik;;;PP;Pensjonistpartiet;6,91571;11027;263;235;498;3,35806;;2;0;
50;Trøndelag Trööndelage;5032;Selbu;;;A;Arbeiderpartiet;44,90461;3359;452;513;965;-6,88708;;11;0;
50;Trøndelag Trööndelage;5032;Selbu;;;SV;SV - Sosialistisk Venstreparti;10,70265;3359;122;108;230;3,39257;;3;0;
50;Trøndelag Trööndelage;5032;Selbu;;;SP;Senterpartiet;31,08423;3359;267;401;668;5,57061;;8;0;
50;Trøndelag Trööndelage;5032;Selbu;;;H;Høyre;11,16799;3359;120;120;240;11,16799;;3;0;
50;Trøndelag Trööndelage;5032;Selbu;;;FVKRF;Venstre og KrF;2,14053;3359;26;20;46;2,14053;;0;0;
50;Trøndelag Trööndelage;5033;Tydal;;;A;Arbeiderpartiet;41,54176;632;85;109;194;10,71172;;5;0;
50;Trøndelag Trööndelage;5033;Tydal;;;SP;Senterpartiet;58,45824;632;117;156;273;-10,71172;;8;0;
50;Trøndelag Trööndelage;5034;Meråker;;;A;Arbeiderpartiet;20,13201;1942;119;125;244;-1,65017;;4;0;
50;Trøndelag Trööndelage;5034;Meråker;;;SV;SV - Sosialistisk Venstreparti;7,42574;1942;49;41;90;-3,08454;;1;0;
50;Trøndelag Trööndelage;5034;Meråker;;;RØDT;Rødt;4,12541;1942;27;23;50;4,12541;;1;0;
50;Trøndelag Trööndelage;5034;Meråker;;;SP;Senterpartiet;28,9604;1942;177;174;351;-3,86519;;5;0;
50;Trøndelag Trööndelage;5034;Meråker;;;V;Venstre;3,30033;1942;24;16;40;-1,1932;;0;0;
50;Trøndelag Trööndelage;5034;Meråker;;;H;Høyre;2,9703;1942;13;23;36;1,21858;;0;0;
50;Trøndelag Trööndelage;5034;Meråker;;;FRP;Fremskrittspartiet;3,46535;1942;22;20;42;-0,34273;;0;0;
50;Trøndelag Trööndelage;5034;Meråker;;;METPBL;Meråker Tverrpolitiske Bygdeliste;29,62046;1942;174;185;359;4,79183;;6;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;A;Arbeiderpartiet;23,55526;19248;1681;1160;2841;-4,24706;;9;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;SV;SV - Sosialistisk Venstreparti;6,50029;19248;442;342;784;1,66475;;2;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;RØDT;Rødt;2,47906;19248;175;124;299;-1,88192;;1;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;SP;Senterpartiet;31,24948;19248;1873;1896;3769;-7,21394;;12;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;KRF;Kristelig Folkeparti;2,36299;19248;183;102;285;-0,25524;;1;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;MDG;Miljøpartiet De Grønne;2,64489;19248;194;125;319;-1,33973;;1;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;V;Venstre;3,21698;19248;208;180;388;0,45966;;1;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;H;Høyre;14,09502;19248;1048;652;1700;3,57301;;5;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;FRP;Fremskrittspartiet;7,28795;19248;516;363;879;2,98424;;3;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;DEMN;Norgesdemokratene;1,30172;19248;106;51;157;0,94989;;0;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;INP;Industri- og Næringspartiet;2,34641;19248;164;119;283;2,34641;;1;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;KRISTNE;Konservativt;0,33994;19248;12;29;41;0,33994;;0;0;
50;Trøndelag Trööndelage;5035;Stjørdal;;;PP;Pensjonistpartiet;2,62001;19248;213;103;316;2,62001;;1;0;
50;Trøndelag Trööndelage;5036;Frosta;;;A;Arbeiderpartiet;23,16547;2095;139;183;322;-1,31442;;4;0;
50;Trøndelag Trööndelage;5036;Frosta;;;SP;Senterpartiet;20,35971;2095;71;212;283;-7,51824;;4;0;
50;Trøndelag Trööndelage;5036;Frosta;;;KRF;Kristelig Folkeparti;3,88489;2095;25;29;54;0,48683;;0;0;
50;Trøndelag Trööndelage;5036;Frosta;;;V;Venstre;6,40288;2095;33;56;89;1,20177;;1;0;
50;Trøndelag Trööndelage;5036;Frosta;;;H;Høyre;41,79856;2095;250;331;581;7,60993;;7;0;
50;Trøndelag Trööndelage;5036;Frosta;;;FRP;Fremskrittspartiet;4,38849;2095;24;37;61;1,75326;;1;0;
50;Trøndelag Trööndelage;5037;Levanger;;;A;Arbeiderpartiet;27,85707;15913;1379;1295;2674;-4,94042;;10;0;
50;Trøndelag Trööndelage;5037;Levanger;;;SV;SV - Sosialistisk Venstreparti;8,42796;15913;452;357;809;-0,78592;;3;0;
50;Trøndelag Trööndelage;5037;Levanger;;;RØDT;Rødt;3,167;15913;161;143;304;0,7361;;1;0;
50;Trøndelag Trööndelage;5037;Levanger;;;SP;Senterpartiet;20,6584;15913;738;1245;1983;-9,90423;;7;0;
50;Trøndelag Trööndelage;5037;Levanger;;;KRF;Kristelig Folkeparti;5,1672;15913;271;225;496;-0,43954;;2;0;
50;Trøndelag Trööndelage;5037;Levanger;;;MDG;Miljøpartiet De Grønne;2,23982;15913;108;107;215;-1,10267;;1;0;
50;Trøndelag Trööndelage;5037;Levanger;;;V;Venstre;2,53151;15913;128;115;243;-0,99721;;1;0;
50;Trøndelag Trööndelage;5037;Levanger;;;H;Høyre;16,42879;15913;799;778;1577;8,44997;;6;0;
50;Trøndelag Trööndelage;5037;Levanger;;;FRP;Fremskrittspartiet;6,18814;15913;290;304;594;1,64982;;2;0;
50;Trøndelag Trööndelage;5037;Levanger;;;DEMN;Norgesdemokratene;0,52089;15913;21;29;50;0,52089;;0;0;
50;Trøndelag Trööndelage;5037;Levanger;;;INP;Industri- og Næringspartiet;3,73997;15913;148;211;359;3,73997;;1;0;
50;Trøndelag Trööndelage;5037;Levanger;;;PP;Pensjonistpartiet;3,07324;15913;151;144;295;3,07324;;1;0;
50;Trøndelag Trööndelage;5038;Verdal;;;A;Arbeiderpartiet;27,39875;12056;1232;784;2016;-0,52747;;10;0;
50;Trøndelag Trööndelage;5038;Verdal;;;SV;SV - Sosialistisk Venstreparti;3,85974;12056;172;112;284;-0,33122;;1;0;
50;Trøndelag Trööndelage;5038;Verdal;;;RØDT;Rødt;3,03071;12056;144;79;223;0,26386;;1;0;
50;Trøndelag Trööndelage;5038;Verdal;;;SP;Senterpartiet;18,29301;12056;592;754;1346;-32,81237;;7;0;
50;Trøndelag Trööndelage;5038;Verdal;;;KRF;Kristelig Folkeparti;0,95135;12056;44;26;70;-0,26932;;0;0;
50;Trøndelag Trööndelage;5038;Verdal;;;MDG;Miljøpartiet De Grønne;1,27752;12056;48;46;94;-0,83831;;0;0;
50;Trøndelag Trööndelage;5038;Verdal;;;V;Venstre;1,8891;12056;66;73;139;1,8891;;1;0;
50;Trøndelag Trööndelage;5038;Verdal;;;H;Høyre;20,00544;12056;802;670;1472;12,66785;;7;0;
50;Trøndelag Trööndelage;5038;Verdal;;;FRP;Fremskrittspartiet;4,56646;12056;193;143;336;1,22996;;2;0;
50;Trøndelag Trööndelage;5038;Verdal;;;INP;Industri- og Næringspartiet;4,05001;12056;165;133;298;4,05001;;1;0;
50;Trøndelag Trööndelage;5038;Verdal;;;VDL;Verdalslista;14,6779;12056;543;537;1080;14,6779;;5;0;
50;Trøndelag Trööndelage;5041;Snåase - Snåsa;;;A;Arbeiderpartiet;26,18644;1637;155;154;309;-7,67683;;5;0;
50;Trøndelag Trööndelage;5041;Snåase - Snåsa;;;SV;SV - Sosialistisk Venstreparti;12,11864;1637;70;73;143;3,21562;;2;0;
50;Trøndelag Trööndelage;5041;Snåase - Snåsa;;;SP;Senterpartiet;49,15254;1637;203;377;580;0,50389;;9;0;
50;Trøndelag Trööndelage;5041;Snåase - Snåsa;;;V;Venstre;3,47458;1637;17;24;41;-0,18202;;0;0;
50;Trøndelag Trööndelage;5041;Snåase - Snåsa;;;H;Høyre;6,52542;1637;35;42;77;1,59697;;1;0;
50;Trøndelag Trööndelage;5041;Snåase - Snåsa;;;PP;Pensjonistpartiet;2,54237;1637;13;17;30;2,54237;;0;0;
50;Trøndelag Trööndelage;5042;Lierne;;;A;Arbeiderpartiet;43,63636;1086;103;209;312;-15,6229;;7;0;
50;Trøndelag Trööndelage;5042;Lierne;;;SP;Senterpartiet;50,34965;1086;125;235;360;14,9587;;7;0;
50;Trøndelag Trööndelage;5042;Lierne;;;V;Venstre;6,01399;1086;23;20;43;0,66419;;1;0;
50;Trøndelag Trööndelage;5043;Raarvihke - Røyrvik;;;A;Arbeiderpartiet;15,60284;349;28;16;44;-21,89716;;2;0;
50;Trøndelag Trööndelage;5043;Raarvihke - Røyrvik;;;RB;Røyrvik Bygdeliste;24,8227;349;36;34;70;24,8227;;3;0;
50;Trøndelag Trööndelage;5043;Raarvihke - Røyrvik;;;SBLRØ;Samarbeidslista i Røyrvik;59,57447;349;88;80;168;-2,92553;;6;0;
50;Trøndelag Trööndelage;5044;Namsskogan;;;A;Arbeiderpartiet;36,48649;649;81;81;162;-20,13539;;5;0;
50;Trøndelag Trööndelage;5044;Namsskogan;;;SP;Senterpartiet;26,57658;649;33;85;118;5,27139;;3;0;
50;Trøndelag Trööndelage;5044;Namsskogan;;;OPTI;Optimum;36,93694;649;81;83;164;21,96573;;5;0;
50;Trøndelag Trööndelage;5045;Grong;;;A;Arbeiderpartiet;34,00703;1809;187;200;387;3,68828;;6;0;
50;Trøndelag Trööndelage;5045;Grong;;;SV;SV - Sosialistisk Venstreparti;7,99649;1809;45;46;91;1,62139;;1;0;
50;Trøndelag Trööndelage;5045;Grong;;;SP;Senterpartiet;43,76098;1809;181;317;498;-6,79498;;8;0;
50;Trøndelag Trööndelage;5045;Grong;;;MDG;Miljøpartiet De Grønne;3,77856;1809;23;20;43;-0,66918;;0;0;
50;Trøndelag Trööndelage;5045;Grong;;;H;Høyre;10,45694;1809;53;66;119;2,1545;;2;0;
50;Trøndelag Trööndelage;5046;Høylandet;;;A;Arbeiderpartiet;41,29496;941;79;208;287;2,97588;;6;0;
50;Trøndelag Trööndelage;5046;Høylandet;;;SP;Senterpartiet;50,93525;941;110;244;354;-10,74566;;8;0;
50;Trøndelag Trööndelage;5046;Høylandet;;;V;Venstre;7,76978;941;15;39;54;7,76978;;1;0;
50;Trøndelag Trööndelage;5047;Overhalla;;;A;Arbeiderpartiet;24,83624;2894;181;274;455;0,90199;;5;0;
50;Trøndelag Trööndelage;5047;Overhalla;;;SV;SV - Sosialistisk Venstreparti;9,22489;2894;51;118;169;3,52381;;2;0;
50;Trøndelag Trööndelage;5047;Overhalla;;;SP;Senterpartiet;49,89083;2894;282;632;914;-9,68801;;11;0;
50;Trøndelag Trööndelage;5047;Overhalla;;;FRP;Fremskrittspartiet;16,04803;2894;100;194;294;10,14151;;3;0;
50;Trøndelag Trööndelage;5049;Flatanger;;;A;Arbeiderpartiet;13,69661;912;38;55;93;-1,92839;;2;0;
50;Trøndelag Trööndelage;5049;Flatanger;;;SV;SV - Sosialistisk Venstreparti;11,34021;912;44;33;77;-7,40979;;2;0;
50;Trøndelag Trööndelage;5049;Flatanger;;;SP;Senterpartiet;26,65685;912;54;127;181;-8,31339;;4;0;
50;Trøndelag Trööndelage;5049;Flatanger;;;H;Høyre;14,58027;912;43;56;99;4,01479;;2;0;
50;Trøndelag Trööndelage;5049;Flatanger;;;FRP;Fremskrittspartiet;33,72607;912;86;143;229;13,63678;;5;0;
50;Trøndelag Trööndelage;5052;Leka;;;SV;SV - Sosialistisk Venstreparti;7,22222;460;6;20;26;-2,12843;;1;0;
50;Trøndelag Trööndelage;5052;Leka;;;SP;Senterpartiet;52,77778;460;98;92;190;9,40115;;7;0;
50;Trøndelag Trööndelage;5052;Leka;;;APV;Fellesliste for Arbeiderpartiet og Venstre;25,83333;460;40;53;93;25,83333;;3;0;
50;Trøndelag Trööndelage;5052;Leka;;;LEB;Leka Bygdeliste;14,16667;460;24;27;51;14,16667;;2;0;
50;Trøndelag Trööndelage;5053;Inderøy;;;A;Arbeiderpartiet;35,65022;5400;485;787;1272;8,90324;;9;0;
50;Trøndelag Trööndelage;5053;Inderøy;;;SV;SV - Sosialistisk Venstreparti;8,18386;5400;149;143;292;-1,42792;;2;0;
50;Trøndelag Trööndelage;5053;Inderøy;;;SP;Senterpartiet;30,46525;5400;408;679;1087;-13,79178;;8;0;
